timestamp,valid_for_time,price,regime,regime_state,strategy_used,signal,volatility,noise_level,trend_deviation
2019.06.21 03:00,2019.06.21 04:00,107.344,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.05637,0.08113,-0.001907
2019.06.26 12:00,2019.06.26 13:00,107.673,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.080502,0.120414,0.001903
2019.07.01 02:00,2019.07.01 03:00,108.374,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.083447,0.117493,0.001929
2019.07.05 16:00,2019.07.05 17:00,108.563,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.103327,0.162837,0.001869
2019.07.10 15:00,2019.07.10 16:00,108.545,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.116058,0.183265,-2e-05
2019.07.15 05:00,2019.07.15 06:00,108.058,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.071017,0.12357,-0.001581
2019.07.16 15:00,2019.07.16 16:00,108.193,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.085572,0.134624,0.000619
2019.07.18 23:00,2019.07.19 00:00,107.287,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.072953,0.105061,-0.000642
2019.07.25 16:00,2019.07.25 17:00,108.486,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.097206,0.161183,-9.8e-05
2019.07.29 17:00,2019.07.29 18:00,108.829,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.057185,0.090974,0.000352
2019.07.31 22:00,2019.07.31 23:00,108.786,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.074611,0.083868,0.000345
2019.08.07 14:00,2019.08.07 15:00,105.875,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.11595,0.196838,-0.001011
2019.08.08 15:00,2019.08.08 16:00,106.101,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.04652,0.047241,-0.00019
2019.08.09 18:00,2019.08.09 19:00,105.294,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.11661,0.216709,-0.001356
